Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1991,1991,hg/ha,170008,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1992,1992,hg/ha,167087,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1993,1993,hg/ha,181913,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1994,1994,hg/ha,177267,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1995,1995,hg/ha,192572,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1996,1996,hg/ha,204218,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1997,1997,hg/ha,171740,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1998,1998,hg/ha,194390,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,1999,1999,hg/ha,212138,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2000,2000,hg/ha,202895,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2001,2001,hg/ha,206604,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2002,2002,hg/ha,216927,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2003,2003,hg/ha,207635,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2004,2004,hg/ha,217403,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2005,2005,hg/ha,221836,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2006,2006,hg/ha,221237,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2007,2007,hg/ha,207021,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2008,2008,hg/ha,207871,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2009,2009,hg/ha,215311,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2010,2010,hg/ha,209250,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2011,2011,hg/ha,216444,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2012,2012,hg/ha,214305,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2013,2013,hg/ha,210610,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2014,2014,hg/ha,211774,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2015,2015,hg/ha,215152,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2016,2016,hg/ha,210713,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2017,2017,hg/ha,222408,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2018,2018,hg/ha,223711,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2019,2019,hg/ha,219615,E,Estimated value
QCL,Crops and livestock products,156,China,5419,Yield,1530,Sweet potatoes,2020,2020,hg/ha,218505,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1961,1961,tonnes,74020000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1962,1962,tonnes,80000000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1963,1963,tonnes,73600000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1964,1964,tonnes,66500000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1965,1965,tonnes,83300000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1966,1966,tonnes,94750000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1967,1967,tonnes,94250000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1968,1968,tonnes,93650000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1969,1969,tonnes,101300000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1970,1970,tonnes,111900000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1971,1971,tonnes,103650000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1972,1972,tonnes,99100000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1973,1973,tonnes,130800000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1974,1974,tonnes,115200000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1975,1975,tonnes,118500000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1976,1976,tonnes,110700000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1977,1977,tonnes,121650000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1978,1978,tonnes,130134000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1979,1979,tonnes,116686000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1980,1980,tonnes,117790000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1981,1981,tonnes,105180000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1982,1982,tonnes,109550000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1983,1983,tonnes,118460000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1984,1984,tonnes,114181008,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1985,1985,tonnes,103430000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1986,1986,tonnes,101685008,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1987,1987,tonnes,114440000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1988,1988,tonnes,103205008,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1989,1989,tonnes,105445008,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1990,1990,tonnes,104700000,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1991,1991,tonnes,105395008,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1992,1992,tonnes,104433000,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1993,1993,tonnes,113150000,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1994,1994,tonnes,107470000,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1995,1995,tonnes,117180000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1996,1996,tonnes,123760000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1997,1997,tonnes,102407504,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1998,1998,tonnes,115451000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,1999,1999,tonnes,125925000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2000,2000,tonnes,117985000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2001,2001,tonnes,113591000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2002,2002,tonnes,113110000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2003,2003,tonnes,107555000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2004,2004,tonnes,105660000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2005,2005,tonnes,102535000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2006,2006,tonnes,81039000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2007,2007,tonnes,75600000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2008,2008,tonnes,78230000,A,Official figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2009,2009,tonnes,69811500,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2010,2010,tonnes,65604500,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2011,2011,tonnes,64642000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2012,2012,tonnes,59789500,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2013,2013,tonnes,56893000,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2014,2014,tonnes,55782500,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2015,2015,tonnes,54201000,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2016,2016,tonnes,51387500,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2017,2017,tonnes,51449500,T,Unofficial figure
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2018,2018,tonnes,53009345,E,Estimated value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2019,2019,tonnes,51722714,I,Imputed value
QCL,Crops and livestock products,156,China,5510,Production,1530,Sweet potatoes,2020,2020,tonnes,48949495,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1993,1993,ha,20863,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1994,1994,ha,19500,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1995,1995,ha,19700,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1996,1996,ha,20000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1997,1997,ha,25540,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1998,1998,ha,25000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,1999,1999,ha,24702,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2000,2000,ha,30000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2001,2001,ha,32000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2002,2002,ha,34027,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2003,2003,ha,46942,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2004,2004,ha,45474,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2005,2005,ha,50313,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2006,2006,ha,53312,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2007,2007,ha,62271,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2008,2008,ha,33029,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2009,2009,ha,53431,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2010,2010,ha,79899,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2011,2011,ha,60891,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2012,2012,ha,52151,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2013,2013,ha,68083,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2014,2014,ha,67379,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2015,2015,ha,55364,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2016,2016,ha,71755,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2017,2017,ha,58847,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2018,2018,ha,40222,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2019,2019,ha,52406,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,62117,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1993,1993,hg/ha,80359,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1994,1994,hg/ha,79487,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1995,1995,hg/ha,79695,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1996,1996,hg/ha,79500,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1997,1997,hg/ha,80303,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1998,1998,hg/ha,80000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,1999,1999,hg/ha,89062,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2000,2000,hg/ha,100000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2001,2001,hg/ha,97097,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2002,2002,hg/ha,99671,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2003,2003,hg/ha,105906,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2004,2004,hg/ha,99416,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2005,2005,hg/ha,81251,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2006,2006,hg/ha,72932,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2007,2007,hg/ha,84305,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2008,2008,hg/ha,79480,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2009,2009,hg/ha,84351,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2010,2010,hg/ha,90609,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2011,2011,hg/ha,87541,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2012,2012,hg/ha,258764,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2013,2013,hg/ha,297250,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2014,2014,hg/ha,420259,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2015,2015,hg/ha,295232,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2016,2016,hg/ha,307689,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2017,2017,hg/ha,305773,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2018,2018,hg/ha,375942,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2019,2019,hg/ha,335048,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5419,Yield,1530,Sweet potatoes,2020,2020,hg/ha,257391,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1993,1993,tonnes,167654,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1994,1994,tonnes,155000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1995,1995,tonnes,157000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1996,1996,tonnes,159000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1997,1997,tonnes,205095,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1998,1998,tonnes,200000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,1999,1999,tonnes,220000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2000,2000,tonnes,300000,E,Estimated value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2001,2001,tonnes,310711,I,Imputed value
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2002,2002,tonnes,339150,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2003,2003,tonnes,497143,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2004,2004,tonnes,452083,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2005,2005,tonnes,408796,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2006,2006,tonnes,388814,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2007,2007,tonnes,524976,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2008,2008,tonnes,262514,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2009,2009,tonnes,450697,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2010,2010,tonnes,723958,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2011,2011,tonnes,533046,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2012,2012,tonnes,1349480,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2013,2013,tonnes,2023765,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2014,2014,tonnes,2831660,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2015,2015,tonnes,1634520,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2016,2016,tonnes,2207820,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2017,2017,tonnes,1799384,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2018,2018,tonnes,1512112,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2019,2019,tonnes,1755855,A,Official figure
QCL,Crops and livestock products,231,Ethiopia,5510,Production,1530,Sweet potatoes,2020,2020,tonnes,1598838,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1961,1961,ha,34500,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1962,1962,ha,36500,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1963,1963,ha,38500,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1964,1964,ha,40000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1965,1965,ha,42000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1966,1966,ha,44000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1967,1967,ha,46000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1968,1968,ha,50000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1969,1969,ha,48000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1970,1970,ha,50000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1971,1971,ha,52000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1972,1972,ha,48000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1973,1973,ha,52000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1974,1974,ha,55000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1975,1975,ha,59000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1976,1976,ha,61000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1977,1977,ha,62950,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1978,1978,ha,55550,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1979,1979,ha,62530,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1980,1980,ha,63000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1981,1981,ha,64000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1982,1982,ha,65000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1983,1983,ha,70000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1984,1984,ha,70000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1985,1985,ha,90000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1986,1986,ha,75000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1987,1987,ha,70000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1988,1988,ha,74000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1989,1989,ha,68000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1990,1990,ha,63000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1991,1991,ha,66000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1992,1992,ha,63108,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1993,1993,ha,61000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1994,1994,ha,60000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1995,1995,ha,61000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1996,1996,ha,61100,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1997,1997,ha,53000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1998,1998,ha,57500,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,1999,1999,ha,58000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2000,2000,ha,60000,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2001,2001,ha,57500,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2002,2002,ha,58000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2003,2003,ha,55561,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2004,2004,ha,53103,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2005,2005,ha,66600,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2006,2006,ha,57712,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2007,2007,ha,73300,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2008,2008,ha,76600,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2009,2009,ha,75000,E,Estimated value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2010,2010,ha,90238,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2011,2011,ha,92364,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2012,2012,ha,95292,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2013,2013,ha,65944,A,Official figure
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2014,2014,ha,91025,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2015,2015,ha,72502,I,Imputed value
QCL,Crops and livestock products,332,Haiti,5312,Area harvested,1530,Sweet potatoes,2016,2016,ha,59697,I,Imputed value
