,Unnamed: 0.1,Unnamed: 0,Country,Year,Area harvested,Yield,Production,cloud_cover_01,snow_thickness_lwe_01,snow_thickness_01,vapour_pressure_01,2m_temperature_01,10m_wind_speed_01,2m_dewpoint_temperature_01,cloud_cover_02,snow_thickness_lwe_02,snow_thickness_02,vapour_pressure_02,2m_temperature_02,10m_wind_speed_02,2m_dewpoint_temperature_02,cloud_cover_03,snow_thickness_lwe_03,snow_thickness_03,vapour_pressure_03,2m_temperature_03,10m_wind_speed_03,2m_dewpoint_temperature_03,cloud_cover_04,snow_thickness_lwe_04,snow_thickness_04,vapour_pressure_04,2m_temperature_04,10m_wind_speed_04,2m_dewpoint_temperature_04,cloud_cover_05,snow_thickness_lwe_05,snow_thickness_05,vapour_pressure_05,2m_temperature_05,10m_wind_speed_05,2m_dewpoint_temperature_05,cloud_cover_06,snow_thickness_lwe_06,snow_thickness_06,vapour_pressure_06,2m_temperature_06,10m_wind_speed_06,2m_dewpoint_temperature_06,cloud_cover_07,snow_thickness_lwe_07,snow_thickness_07,vapour_pressure_07,2m_temperature_07,10m_wind_speed_07,2m_dewpoint_temperature_07,cloud_cover_08,snow_thickness_lwe_08,snow_thickness_08,vapour_pressure_08,2m_temperature_08,10m_wind_speed_08,2m_dewpoint_temperature_08,cloud_cover_09,snow_thickness_lwe_09,snow_thickness_09,vapour_pressure_09,2m_temperature_09,10m_wind_speed_09,2m_dewpoint_temperature_09,cloud_cover_10,snow_thickness_lwe_10,snow_thickness_10,vapour_pressure_10,2m_temperature_10,10m_wind_speed_10,2m_dewpoint_temperature_10,cloud_cover_11,snow_thickness_lwe_11,snow_thickness_11,vapour_pressure_11,2m_temperature_11,10m_wind_speed_11,2m_dewpoint_temperature_11,cloud_cover_12,snow_thickness_lwe_12,snow_thickness_12,vapour_pressure_12,2m_temperature_12,10m_wind_speed_12,2m_dewpoint_temperature_12
351,351,351,Nigeria,2012,1332406.0,26962.0,3592440.0,0.4715705215930938,0.0,0.0,13.819849014282228,299.0419006347656,2.3583109378814697,282.572998046875,0.5654454231262207,0.0,0.0,18.48062515258789,300.755859375,2.3419077396392822,287.385986328125,0.6435932517051697,0.0,0.0,17.186750411987305,301.7435607910156,2.417944431304932,285.0526428222656,0.7224294543266296,0.0,0.0,24.548582077026367,301.2071533203125,2.439083814620972,293.5328369140625,0.781898021697998,0.0,0.0,25.52363967895508,299.5863952636719,2.09083104133606,294.3778686523437,0.7514685988426208,0.0,0.0,25.63892364501953,298.2464599609375,1.9683529138565063,294.5264587402344,0.8268300294876099,0.0,0.0,25.226194381713867,297.2754211425781,2.036787986755371,294.2978515625,0.8363032937049866,0.0,0.0,24.796321868896484,297.0362854003906,2.0987331867218018,294.0345764160156,0.7927104830741882,0.0,0.0,25.316871643066406,297.4383239746094,1.7904250621795654,294.3844299316406,0.7316762804985046,0.0,0.0,25.59522819519043,298.3307189941406,1.7077841758728027,294.5299987792969,0.6294692754745483,0.0,0.0,22.3736515045166,299.2718811035156,1.8781225681304927,291.7257995605469,0.4524223208427429,0.0,0.0,16.386751174926758,298.8428039550781,2.196676015853882,285.6402282714844
352,352,352,Nigeria,2013,1386114.0,26525.0,3676709.0,0.4282793402671814,0.0,0.0,16.031173706054688,299.7231140136719,2.285003900527954,285.135986328125,0.4980964660644531,0.0,0.0,17.12335205078125,301.1261901855469,2.3177897930145264,285.85955810546875,0.6350120902061462,0.0,0.0,22.07667350769043,301.9765625,2.416215181350708,291.09796142578125,0.7080032229423523,0.0,0.0,24.937631607055664,300.88299560546875,2.1674482822418213,293.7850036621094,0.7634127736091614,0.0,0.0,26.11573028564453,299.9456481933594,2.064512252807617,294.76885986328125,0.7445430159568787,0.0,0.0,25.61591339111328,298.6747131347656,2.1781973838806152,294.51080322265625,0.7969385981559753,0.0,0.0,25.00413703918457,297.439208984375,2.097167730331421,294.1463928222656,0.8351728320121765,0.0,0.0,24.75066947937012,297.07049560546875,2.070887804031372,294.0052795410156,0.7742666006088257,0.0,0.0,25.43061065673828,297.55926513671875,1.8566392660140991,294.46453857421875,0.6998961567878723,0.0,0.0,24.932775497436523,298.2676696777344,1.741519808769226,294.0235595703125,0.5896875858306885,0.0,0.0,21.58488655090332,299.1005859375,1.948147535324097,291.0631103515625,0.4820294976234436,0.0,0.0,17.287303924560547,298.7381591796875,2.2085368633270264,286.6513977050781
353,353,353,Nigeria,2014,1506706.0,24788.0,3734749.0,0.4830797016620636,0.0,0.0,15.905508041381836,299.5008850097656,2.2308292388916016,284.7977600097656,0.5979641079902649,0.0,0.0,15.63965129852295,300.73638916015625,2.361342668533325,284.0074157714844,0.6805281043052673,0.0,0.0,21.149227142333984,301.3683166503906,2.302864789962769,290.0260925292969,0.7159236073493958,0.0,0.0,24.259021759033203,300.9425048828125,2.2505667209625244,293.1699523925781,0.7524188756942749,0.0,0.0,26.354585647583008,299.8265686035156,1.913817048072815,294.9132080078125,0.7518847584724426,0.0,0.0,26.22696685791016,298.9663391113281,2.04770302772522,294.91131591796875,0.7562882304191589,0.0,0.0,25.51380920410156,297.873046875,2.2002530097961426,294.48809814453125,0.8179366588592529,0.0,0.0,24.95867156982422,297.1031494140625,2.174765586853028,294.14312744140625,0.8068951368331909,0.0,0.0,25.27984046936035,297.3443908691406,1.8209346532821653,294.36083984375,0.734127938747406,0.0,0.0,25.274288177490234,298.27276611328125,1.7457590103149414,294.28131103515625,0.6027101874351501,0.0,0.0,21.982566833496094,299.0147705078125,1.9166717529296875,291.27276611328125,0.3636564314365387,0.0,0.0,15.995481491088867,298.8721923828125,2.1865487098693848,285.2616882324219
354,354,354,Nigeria,2015,1552692.0,24842.0,3857242.0,0.3826609551906585,0.0,0.0,12.25230598449707,298.5858459472656,2.4887216091156006,280.3464660644531,0.628384530544281,0.0,0.0,18.591625213623047,301.12890625,2.3170971870422363,287.3639221191406,0.663324236869812,0.0,0.0,19.923139572143555,301.5078125,2.3370521068573,288.55401611328125,0.5439090728759766,0.0,0.0,20.36459350585937,301.5077209472656,2.2730534076690674,288.7700500488281,0.7154889106750488,0.0,0.0,25.313814163208008,300.80975341796875,2.2077383995056152,294.1055603027344,0.7334197759628296,0.0,0.0,25.53681373596192,298.9703063964844,2.3320183753967285,294.45562744140625,0.785768449306488,0.0,0.0,25.532730102539062,298.0791320800781,2.0830752849578857,294.5010681152344,0.8444690108299255,0.0,0.0,25.778276443481445,297.5649108886719,1.941560864448548,294.7051696777344,0.7784464955329895,0.0,0.0,25.7381649017334,297.7171936035156,1.829959511756897,294.67095947265625,0.7266769409179688,0.0,0.0,26.04347038269043,298.6067199707031,1.7513219118118286,294.815673828125,0.5354940295219421,0.0,0.0,20.22736358642578,299.11065673828125,1.977524995803833,289.69598388671875,0.2472013682126999,0.0,0.0,11.937363624572754,297.88433837890625,2.631543159484864,281.11407470703125
355,355,355,Nigeria,2016,1481837.0,26545.0,3933480.0,0.3004505336284637,0.0,0.0,11.752092361450195,299.0048522949219,2.527944326400757,280.0389404296875,0.3101156949996948,0.0,0.0,14.469106674194336,301.0889892578125,2.3802928924560547,282.67315673828125,0.7122957706451416,0.0,0.0,23.75175094604492,301.94354248046875,2.264601945877075,292.5184020996094,0.6928121447563171,0.0,0.0,25.67205238342285,301.5409240722656,2.285250902175904,294.1127624511719,0.7293297648429871,0.0,0.0,26.53371810913086,300.1209716796875,2.0854458808898926,295.0120849609375,0.780867874622345,0.0,0.0,25.960580825805664,298.58575439453125,2.010300397872925,294.7368469238281,0.8202189207077026,0.0,0.0,25.7443790435791,297.7903137207031,2.0125834941864014,294.6483764648437,0.8216761946678162,0.0,0.0,25.63787651062012,297.5533447265625,1.970287561416626,294.6069030761719,0.8034096956253052,0.0,0.0,25.76320075988769,297.8202514648437,1.737387776374817,294.6849060058594,0.6775549054145813,0.0,0.0,25.037879943847656,298.7379150390625,1.7570221424102783,294.0254211425781,0.5210320353507996,0.0,0.0,21.011938095092773,299.58465576171875,2.004450559616089,290.4175720214844,0.4120191037654876,0.0,0.0,16.150056838989258,299.39129638671875,2.253756761550904,285.3174133300781
356,356,356,Nigeria,2017,1513745.0,25380.0,3841824.0,0.4578028917312622,0.0,0.0,15.416584968566896,299.8555603027344,2.283928155899048,284.3822631835937,0.4548084437847137,0.0,0.0,13.2117280960083,300.71295166015625,2.446329355239868,280.4720458984375,0.5728635191917419,0.0,0.0,18.485952377319336,302.0384216308594,2.3670461177825928,286.8557434082031,0.69584059715271,0.0,0.0,23.517614364624023,301.62176513671875,2.2929251194000244,292.4085998535156,0.7357540726661682,0.0,0.0,26.019493103027344,300.0752868652344,2.026034116744995,294.687255859375,0.7819594740867615,0.0,0.0,26.37950897216797,298.7518005371094,1.8097928762435915,295.0082092285156,0.7890888452529907,0.0,0.0,25.43456649780273,297.9076538085937,2.0264828205108643,294.43511962890625,0.8334463834762573,0.0,0.0,25.30864906311035,297.3731689453125,2.0345585346221924,294.385498046875,0.7716922163963318,0.0,0.0,25.49885368347168,297.7601318359375,1.8549253940582275,294.51251220703125,0.7080704569816589,0.0,0.0,24.508773803710938,298.79266357421875,1.802107810974121,293.5410461425781,0.5962646007537842,0.0,0.0,20.1767578125,299.2386779785156,2.00878381729126,289.54034423828125,0.4670765399932861,0.0,0.0,16.399024963378906,299.62432861328125,2.260260343551636,285.75640869140625
357,357,357,Nigeria,2018,1516091.0,25576.0,3877515.0,0.3310021162033081,0.0,0.0,11.523604393005373,298.8929443359375,2.416414976119995,279.3279724121094,0.531880795955658,0.0,0.0,18.523143768310547,301.4597473144531,2.3219189643859863,287.3369445800781,0.6000859141349792,0.0,0.0,21.056127548217773,301.7194519042969,2.3588767051696777,289.8523254394531,0.723865807056427,0.0,0.0,24.0645809173584,301.2206420898437,2.370887517929077,292.9825744628906,0.7540068030357361,0.0,0.0,25.775331497192383,299.8666076660156,2.215816736221313,294.5458374023437,0.751861572265625,0.0,0.0,25.707727432250977,298.7768859863281,2.0458202362060547,294.5662536621094,0.8086758852005005,0.0,0.0,25.637439727783203,297.8304443359375,1.9125045537948608,294.5741577148437,0.8123939633369446,0.0,0.0,25.262550354003903,297.4254455566406,2.017058849334717,294.3505249023437,0.7956153750419617,0.0,0.0,25.644718170166016,297.76544189453125,1.658802509307861,294.60577392578125,0.7318962216377258,0.0,0.0,25.48905372619629,298.6048889160156,1.723842978477478,294.4193725585937,0.5933853983879089,0.0,0.0,21.08169174194336,299.1458435058594,1.9176326990127563,290.4246520996094,0.4121263027191162,0.0,0.0,14.484907150268556,298.7452392578125,2.275097370147705,283.81622314453125
358,358,358,Nigeria,2019,1503891.0,25828.0,3884273.0,0.4989878535270691,0.0,0.0,15.07911777496338,299.7194519042969,2.246840000152588,283.73052978515625,0.5571584701538086,0.0,0.0,16.38975715637207,300.59246826171875,2.299164056777954,284.5521850585937,0.6450005769729614,0.0,0.0,21.090993881225582,301.9183654785156,2.262446641921997,289.7725830078125,0.7424377799034119,0.0,0.0,24.25218391418457,301.7651062011719,2.297105073928833,292.9449768066406,0.8009586930274963,0.0,0.0,26.39373207092285,300.2406616210937,2.0688958168029785,294.9423522949219,0.7412097454071045,0.0,0.0,26.160249710083008,298.7215270996094,2.0314364433288574,294.8702392578125,0.8301366567611694,0.0,0.0,25.725893020629883,297.8155517578125,1.9658308029174805,294.6280517578125,0.8147191405296326,0.0,0.0,25.327411651611328,297.4434509277344,2.072345972061157,294.39117431640625,0.8080335259437561,0.0,0.0,25.910614013671875,297.9669494628906,1.7607773542404177,294.77569580078125,0.8232218623161316,0.0,0.0,25.49142074584961,297.9075927734375,1.662572145462036,294.47332763671875,0.6364082098007202,0.0,0.0,23.24036979675293,299.3675231933594,1.8280766010284424,292.4393310546875,0.3410924673080444,0.0,0.0,15.577494621276855,298.788330078125,2.1569743156433105,284.903076171875
359,359,359,Nigeria,2020,1511243.0,25594.0,3867871.0,0.3763917982578277,0.0,0.0,12.596860885620115,298.9231872558594,2.5064151287078857,281.4352722167969,0.3423257172107696,0.0,0.0,12.98696231842041,300.5692749023437,2.487860918045044,281.36798095703125,0.6377774477005005,0.0,0.0,20.46077537536621,302.0785217285156,2.3252670764923096,288.9365539550781,0.6566770076751709,0.0,0.0,24.186323165893555,301.5743408203125,2.4356889724731445,293.0731201171875,0.68929123878479,0.0,0.0,26.131187438964844,300.52960205078125,2.173337936401367,294.7470703125,0.7262718677520752,0.0,0.0,25.81522750854492,298.95281982421875,2.155324459075928,294.6288146972656,0.8159472346305847,0.0,0.0,25.569398880004883,297.7665405273437,2.050370454788208,294.52496337890625,0.7987660765647888,0.0,0.0,24.727670669555664,297.6916198730469,2.260097980499268,293.9801330566406,0.8066836595535278,0.0,0.0,25.41059684753418,297.42730712890625,1.864959716796875,294.4492492675781,0.6642554998397827,0.0,0.0,24.634540557861328,298.49139404296875,1.7485835552215576,293.738525390625,0.5715341567993164,0.0,0.0,19.653959274291992,299.4091491699219,2.0941431522369385,289.3328552246094,0.3937304019927978,0.0,0.0,17.491310119628906,299.6583557128906,2.1272857189178467,286.98394775390625
360,360,360,Uganda,1961,141000.0,35106.0,495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,361,361,Uganda,1962,157000.0,35032.0,550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,362,362,Uganda,1963,173000.0,34971.0,605000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,363,363,Uganda,1964,174000.0,35057.0,610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,364,364,Uganda,1965,170000.0,35294.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,365,365,Uganda,1966,150000.0,34667.0,520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,366,366,Uganda,1967,106000.0,62075.0,658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,367,367,Uganda,1968,118000.0,55932.0,660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,368,368,Uganda,1969,270000.0,29630.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,369,369,Uganda,1970,440000.0,35682.0,1570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,370,370,Uganda,1971,495000.0,28788.0,1425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,371,371,Uganda,1972,509900.0,24009.0,1224200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,372,372,Uganda,1973,400000.0,30778.0,1231100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,373,373,Uganda,1974,506000.0,35296.0,1786000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,374,374,Uganda,1975,550000.0,35509.0,1953000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,375,375,Uganda,1976,563800.0,35502.0,2001600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,376,376,Uganda,1977,467300.0,35491.0,1658500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,377,377,Uganda,1978,475700.0,35499.0,1688700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,378,378,Uganda,1979,256000.0,49688.0,1272000.0,0.7326380610466003,0.0,0.0,17.840518951416016,295.4276123046875,2.116608142852783,288.5235290527344,0.726170539855957,0.0,0.0,18.78428077697754,295.2575378417969,1.9079539775848389,289.44110107421875,0.6934805512428284,0.0,0.0,18.532432556152344,295.6165771484375,2.013429880142212,289.1144104003906,0.7714971899986267,0.0,0.0,19.784334182739254,295.0357360839844,2.0066425800323486,290.30224609375,0.6727069020271301,0.0,0.0,19.59847068786621,294.48272705078125,1.965567708015442,290.1694641113281,0.6170722842216492,0.0,0.0,18.774751663208008,293.9955444335937,1.8351092338562007,289.4447937011719,0.4844881296157837,0.0001168770468211,0.0007421691552735,17.52756690979004,294.0816650390625,1.9043394327163696,288.26593017578125,0.6212380528450012,8.765777602093294e-05,0.0007597007206641,18.260587692260746,294.4250183105469,1.8262946605682373,288.9097595214844,0.5472253561019897,4.528985664364882e-05,0.0003321255790069,18.234682083129883,294.8537902832031,1.926485300064087,288.85675048828125,0.7520648837089539,0.0,0.0,18.760108947753903,295.2334289550781,1.9363747835159304,289.3176574707031,0.6715266704559326,0.0,0.0,18.5748291015625,294.9848937988281,1.885908246040344,289.1729431152344,0.6425850987434387,0.0,4.382889164844528e-05,17.88933753967285,295.0594177246094,1.944514513015747,288.63446044921875
379,379,379,Uganda,1980,231000.0,51948.0,1200000.0,0.6267643570899963,0.0,0.0,16.305164337158203,296.0804138183594,2.161106586456299,286.9584045410156,0.6235771775245667,0.0,0.0,16.602535247802734,296.9696960449219,2.2869832515716557,287.2050170898437,0.645439863204956,1.460963085264666e-05,8.765777602093294e-05,17.561479568481445,296.3121643066406,2.2096598148345947,288.1974182128906,0.7470069527626038,0.0,4.528985664364882e-05,19.804725646972656,295.4404602050781,1.965890407562256,290.2981262207031,0.7159968018531799,1.460963085264666e-05,0.0001607059239177,20.13812828063965,294.37554931640625,1.722981572151184,290.6258544921875,0.5946767926216125,1.5096618881216273e-05,0.0001509661815362,18.97896385192871,294.25762939453125,1.712299108505249,289.6163635253906,0.5419847369194031,0.0,0.0,17.60514259338379,293.99688720703125,1.9039123058319087,288.3048400878906,0.550747275352478,0.0,0.0,17.779714584350586,294.177734375,1.912589192390442,288.45562744140625,0.6788779497146606,0.0,0.0,18.796215057373047,294.49871826171875,1.764997959136963,289.3891906738281,0.7045243978500366,0.0,0.0,18.796119689941406,294.8172607421875,1.8193981647491453,289.3616638183594,0.7207279801368713,0.0,0.0,18.94115829467773,294.45672607421875,1.826289415359497,289.55859375,0.5727984309196472,0.0,0.0,17.049551010131836,295.1928100585937,1.992242455482483,287.71734619140625
380,380,380,Uganda,1981,350000.0,37143.0,1300000.0,0.5080179572105408,0.0,0.0,16.003997802734375,296.0604858398437,2.171030044555664,286.5826110839844,0.5430900454521179,0.0,0.0,15.121076583862305,296.6964416503906,2.3139095306396484,285.52996826171875,0.7850459218025208,0.0,0.0,18.64986228942871,295.6176147460937,1.9903814792633057,289.2829284667969,0.7580059170722961,0.0,0.0,20.020166397094727,295.0902709960937,1.8822567462921145,290.5164794921875,0.6994019746780396,0.0,0.0,19.61588478088379,294.6898803710937,1.841663122177124,290.183349609375,0.5883110165596008,0.0,0.0,18.47676658630371,294.4688720703125,1.8287070989608765,289.1537780761719,0.6519719362258911,0.0,0.0,18.441410064697266,293.70123291015625,1.690467119216919,289.1377868652344,0.692355215549469,0.0,0.0,18.907983779907227,293.9131164550781,1.7022026777267456,289.5466613769531,0.6825389266014099,0.0,0.0,19.02104949951172,294.05181884765625,1.6921559572219849,289.6363525390625,0.7142971754074097,0.0,0.0,19.16144561767578,294.7328491210937,1.7853350639343262,289.7263488769531,0.6440041065216064,0.0,0.0,18.617839813232425,294.8587951660156,1.8774526119232176,289.2519836425781,0.588544487953186,0.0,0.0,17.45750617980957,295.4157409667969,2.0184242725372314,288.1390380859375
381,381,381,Uganda,1982,372000.0,39973.0,1487000.0,0.6482424736022949,0.0,0.0,17.369783401489258,295.738037109375,2.031766891479492,288.06756591796875,0.6385714411735535,0.0,0.0,15.70971965789795,296.3318786621094,2.171309232711792,286.3270874023437,0.6326584815979004,0.0,0.0,17.6298770904541,296.352783203125,2.254509687423706,288.2200927734375,0.7954176664352417,0.0,0.0,19.627683639526367,295.1415405273437,1.92408287525177,290.1902160644531,0.7341430187225342,0.0,0.0,20.031137466430664,294.4905700683594,1.7823516130447388,290.53961181640625,0.5641623735427856,0.0,0.0,18.96012306213379,294.2894287109375,1.7568926811218262,289.5852966308594,0.5566983222961426,0.0,0.0,17.84177017211914,294.0202941894531,1.8087934255599976,288.5425720214844,0.6563772559165955,0.0,0.0,18.18095970153809,293.943115234375,1.797359824180603,288.87335205078125,0.6427862048149109,0.0,0.0,18.65925025939941,294.4491882324219,1.8220664262771609,289.2908020019531,0.7336010336875916,0.0,0.0,19.056995391845703,294.0682067871094,1.7034462690353394,289.6744384765625,0.7189115285873413,0.0,0.0,19.125776290893555,294.2347412109375,1.6948490142822266,289.7583312988281,0.5709792971611023,0.0,0.0,18.02350807189941,294.9888610839844,1.9536699056625368,288.7491455078125
382,382,382,Uganda,1983,457000.0,40328.0,1843000.0,0.5219559073448181,0.0,0.0,15.331336975097656,296.0079345703125,2.108464002609253,285.9620056152344,0.60775226354599,0.0,0.0,16.67452621459961,297.1977233886719,2.1808507442474365,287.2706298828125,0.6544309258460999,0.0,0.0,18.67745780944824,297.2282409667969,2.1104135513305664,289.2725524902344,0.7143644690513611,0.0,0.0,20.205158233642575,295.7251892089844,1.946622967720032,290.6409606933594,0.6720318794250488,0.0,0.0,20.32938766479492,295.27325439453125,1.9165239334106443,290.7496643066406,0.5965874195098877,0.0,0.0,19.3238582611084,294.6622619628906,1.7644716501235962,289.9005126953125,0.5286475419998169,0.0,0.0,18.5554256439209,294.24615478515625,1.780800461769104,289.2106018066406,0.6746260523796082,0.0,0.0,19.18742179870605,294.0026550292969,1.6925617456436155,289.8021545410156,0.646284818649292,0.0,0.0,19.136377334594727,294.24078369140625,1.7351237535476685,289.7376708984375,0.7719630599021912,0.0,0.0,19.46156120300293,294.1735534667969,1.654255509376526,290.0365600585937,0.7190600037574768,0.0,0.0,18.94570541381836,294.5470886230469,1.816526770591736,289.55731201171875,0.6295382976531982,0.0,0.0,16.758996963500977,294.8153686523437,1.9931000471115112,287.43865966796875
383,383,383,Uganda,1984,387000.0,42119.0,1630000.0,0.601875901222229,0.0,0.0,14.673892974853516,295.5401916503906,2.10127854347229,285.2317199707031,0.4624653160572052,0.0,0.0,15.523303985595703,296.3529968261719,2.234760999679565,286.0416259765625,0.6520301699638367,0.0,0.0,17.568193435668945,296.1689147949219,2.279959201812744,288.2280578613281,0.7074028849601746,0.0,0.0,19.527626037597656,295.1063537597656,2.058696985244751,290.0936279296875,0.6001468300819397,0.0,0.0,18.790987014770508,294.9129943847656,1.907713294029236,289.41485595703125,0.6215093731880188,0.0,0.0,17.430023193359375,294.31982421875,1.9610846042633057,288.1578063964844,0.6229702234268188,0.0,0.0,17.643037796020508,293.6439208984375,1.7860302925109863,288.399658203125,0.6604800224304199,0.0,0.0,18.216716766357425,293.9638366699219,1.7417044639587402,288.9066467285156,0.7141942977905273,0.0,0.0,18.30497169494629,294.2793884277344,1.893787503242493,288.96075439453125,0.7101776599884033,0.0,0.0,18.46440696716309,294.669921875,2.016422748565674,289.1154479980469,0.7459986805915833,0.0,0.0,18.682048797607425,294.2552795410156,1.8586094379425049,289.3587951660156,0.5995639562606812,0.0,0.0,17.269826889038086,294.8500671386719,2.0502471923828125,288.0028991699219
384,384,384,Uganda,1985,358658.0,46395.0,1664000.0,0.6011886596679688,0.0,0.0,16.389162063598633,295.9504699707031,2.2416582107543945,286.9916381835937,0.6976563334465027,0.0,0.0,15.145066261291504,295.8561706542969,2.127780675888061,285.46368408203125,0.6784154176712036,0.0,0.0,17.261512756347656,296.13653564453125,2.3195910453796387,287.8306884765625,0.7847128510475159,0.0,0.0,19.610679626464844,294.3280029296875,1.7598474025726318,290.2033386230469,0.7041136026382446,0.0,0.0,19.58706283569336,294.2146911621094,1.776293158531189,290.17559814453125,0.6136711835861206,0.0,0.0,18.506505966186523,293.8228759765625,1.7242954969406128,289.2157592773437,0.648007869720459,0.0,0.0,17.535057067871094,293.19537353515625,1.7954334020614624,288.3156433105469,0.5895030498504639,0.0,0.0,17.47344398498535,293.6756591796875,1.8949509859085083,288.2164611816406,0.672942578792572,0.0,0.0,18.530118942260746,293.9556579589844,1.73826801776886,289.2012023925781,0.7210270166397095,0.0,0.0,18.505447387695312,294.6267395019531,1.9298603534698489,289.1343078613281,0.7182769179344177,0.0,0.0,18.57995986938477,294.5356140136719,1.946043372154236,289.2406921386719,0.6516337990760803,0.0,0.0,17.471939086914062,295.1725158691406,2.021397113800049,288.1225891113281
385,385,385,Uganda,1986,407327.0,45776.0,1864595.0,0.5961823463439941,0.0,0.0,16.17139434814453,295.9990234375,2.152000188827514,286.7998352050781,0.6487003564834595,0.0,0.0,17.70220947265625,295.66650390625,2.112487554550171,288.3778686523437,0.6945968270301819,0.0,0.0,18.62235450744629,295.18975830078125,2.0324816703796387,289.27801513671875,0.7819013595581055,0.0,0.0,19.84849739074707,294.8043212890625,1.9127413034439087,290.3759155273437,0.6966714262962341,0.0,0.0,19.87574958801269,294.62078857421875,1.9749313592910769,290.40509033203125,0.7006914615631104,0.0,0.0,18.697160720825195,293.9327697753906,1.7257177829742432,289.3841857910156,0.5849357843399048,0.0,0.0,17.883989334106445,293.6039123535156,1.743756651878357,288.6097412109375,0.5823875665664673,0.0,0.0,18.136537551879883,294.298583984375,1.8435921669006348,288.7919616699219,0.6693807244300842,0.0,0.0,18.568958282470703,294.3526611328125,1.8583914041519165,289.20068359375,0.7243589162826538,0.0,0.0,18.884275436401367,294.7972106933594,1.9005703926086424,289.4739074707031,0.7295151948928833,0.0,0.0,18.871753692626957,294.58642578125,1.8521162271499636,289.4942932128906,0.624126672744751,0.0,0.0,17.534944534301758,295.1116638183594,1.9786581993103027,288.26300048828125
